corta,clave,descripcion,presentacion,tipo
3614,010.000.3614.00,"SOLUCIÓN HARTMANN SOLUCIÓN INYECTABLE - CLORURO DE SODIO 0.600 G, CLORURO DE POTASIO 0.030 G, CLORURO DE CALCIO DIHIDRATADO 0.020 G, LACTATO DE SODIO 0.310 G - ENVASE CON 250 ML",ENVASE,False
3615,010.000.3615.00,"SOLUCION HARTMANN SOLUCIÓN INYECTABLE LA CUAL CONTIENE NA 1500 MG, K 78.5 MG, CA 27.25 MG, CL 1940 MG, LACTATO 1230 MG, AGUA 500 ML",ENVASE COLAPSABLE CON 500 ML,False
608330346,060.833.0346,SOLUCION INTRAARTICULAR Solución estéril elasto-viscosa de aplicación intraarticular. Cada ml contiene: Hilano: 8.0 mg Envase con jeringa de 2 ml.,CAJA CON JERINGA DE VIDRIO DE 2.25ML.,True
2350,010.000.2350.00,"SOLUCIÓN PARA DIÁLISIS INYECTABLE 1.5% (CADA 100ML CONTIENE: GLUCOSA 1.5GR / MILIEQUIVALENTES POR LITRO: NA+ 132MEQ, CA++ 3.5MEQ, MG++ 0.5MEQ, CL– 96MEQ, LACTATO 40 MEQ / MILIOSMOLES POR LITRO 347), ENVASE 6000ML.",PIEZA,False
2356,010.000.2356.00,"SOLUCIÓN PARA DIÁLISIS INYECTABLE 1.5% (CADA 100ML CONTIENE: GLUCOSA 1.5GR / MILIEQUIVALENTES POR LITRO: NA+ 132MEQ, CA++ 3.5MEQ, MG++ 0.5MEQ, CL– 96MEQ, LACTATO 40MEQ / MILIOSMOLES POR LITRO 347), ENVASE 2000ML.",PIEZA,False
2352,010.000.2352.00,"SOLUCIÓN PARA DIÁLISIS INYECTABLE 2.5% (CADA 100ML CONTIENE: GLUCOSA 2.5GR / MILIEQUIVALENTES POR LITRO: NA+ 132MEQ, CA++ 3.5MEQ, MG++ 0.5 MEQ, CL– 96MEQ, LACTATO 40MEQ / MILIOSMOLES POR LITRO 398), ENVASE 2000ML.",PIEZA,False
2353,010.000.2353.00,"SOLUCIÓN PARA DIÁLISIS INYECTABLE 2.5% (CADA 100ML CONTIENE: GLUCOSA 2.5GR / MILIEQUIVALENTES POR LITRO: NA+ 132MEQ, CA++ 3.5MEQ, MG++ 0.5 MEQ, CL– 96MEQ, LACTATO 40MEQ / MILIOSMOLES POR LITRO 398), ENVASE 6000ML.",PIEZA,False
2354,010.000.2354.00,"SOLUCIÓN PARA DIÁLISIS INYECTABLE 4.25% (CADA 100ML CONTIENE: GLUCOSA 4.25GR / MILIEQUIVALENTES POR LITRO: NA+ 132MEQ, CA++ 3.5MEQ, MG++ 0.5MEQ, CL– 96MEQ, LACTATO 40MEQ / MILIOSMOLES POR LITRO 486), ENVASE 2000ML.",PIEZA,False
2355,010.000.2355.00,"SOLUCIÓN PARA DIÁLISIS INYECTABLE 4.25% (CADA 100ML CONTIENE: GLUCOSA 4.25GR / MILIEQUIVALENTES POR LITRO: NA+ 132MEQ, CA++ 3.5MEQ, MG++ 1.5MEQ, CL– 102MEQ, LACTATO 35 MEQ / MILIOSMOLES POR LITRO 486), ENVASE 6000ML.",PIEZA,False
2348,010.000.2348.00,"SOLUCIÓN PARA DIÁLISIS PERITONEAL CON SISTEMA DE DOBLE BOLSA SOLUCIÓN PARA DIÁLISIS PERITONEAL AL 1.5% CADA 100 ML CONTIENE GLUCOSA 1.5 G. MILIEQUIVALENTES POR LITRO NA+ 132 MEQ, CA++ 3.5 MEQ, MG++ 1.5 MEQ, CL– 102 MEQ, LACTATO 35 MEQ MILIOSMOLES PORLITRO","BOLSA CON 2 000 ML, CON SISTEMA DE DOBLE BOLSA",False
2349,010.000.2349.00,"SOLUCIÓN PARA DIÁLISIS PERITONEAL CON SISTEMA DE DOBLE BOLSA SOLUCIÓN PARA DIÁLISIS PERITONEAL AL 4.25% CADA 100 ML CONTIENE GLUCOSA 4.25 G. MILIEQUIVALENTES POR LITRO NA+ 132 MEQ, CA++ 3.5 MEQ, MG++ 1.5 MEQ, CL– 102 MEQ, LACTATO 35 MEQ MILIOSMOLES POR LI","BOLSA CON 2 000 ML, CON SISTEMA DE DOBLE BOLSA",False
608330197,060.833.0197,"SOLUCIONES DE ACETATO DE CLOREXIDINA AL 10% SUMATRA BENZOICO 20 MG Y ALCOHOL ETILICO CBP 1 ML, BARNIZ DE CLORURO DE METILENO POLIURETANO Y ACETATO DE ETILO 1 ML PARA LA PREVENCION DE CARIES DENTAL. ESTUCHE.",ESTUCHE.,True
708170543,070.817.0543,"SOLUCIONES PARA REVELADO Y FIJADO PARA PROCESADORA AUTOMÁTICA, REVELADOR CONCENTRADO PARA PREPARAR 76 LITROS. ENVASE CON 19 LITROS",ENVASE CON 19 LITROS,True
704260017,070.426.0017,"SOLUCIÓNES PARA REVELADO Y FIJADO SOLUCIÓN PARA FIJADO, SISTEMA MANUAL. FIJADOR CONCENTRADO PARA PREPARAR 19 LITROS. ENVASE CON 3.8 LITROS",ENVASE CON 3.8 LITROS,True
608190021,060.819.0021,SOLVENTE ACETONA PARA USOS DIVERSOS. ENVASE CON 1000 ML.                                                                                                                                                                                                       ,ENVASE CON 1000 ML.                                                                                                                                                                                                       ,True
601681752,060.168.1752,SONDA DE LATEX PUNTA REDONDA TIPO NELATON LONG. 40 CMS. CAL.  8 FR.  PIEZA.,PIEZA.,True
601686595,060.168.6595,SONDA DE LATEX PUNTA REDONDA TIPO NELATON LONG. 40 CMS. CAL. 10 FR.  PIEZA.,PIEZA.,True
601686611,060.168.6611,SONDA DE LATEX PUNTA REDONDA TIPO NELATON LONG. 40 CMS. CAL. 12 FR.  PIEZA.,PIEZA.,True
601686637,060.168.6637,SONDA DE LATEX PUNTA REDONDA TIPO NELATON LONG. 40 CMS. CAL. 14 FR.  PIEZA., PIEZA.,True
601686652,060.168.6652,SONDA DE LATEX PUNTA REDONDA TIPO NELATON LONG. 40 CMS. CAL. 16 FR.  PIEZA.,PIEZA.,True
601686678,060.168.6678,SONDA DE LATEX PUNTA REDONDA TIPO NELATON LONG. 40 CMS. CAL. 18 FR.  PIEZA.,PIEZA.,True
601688302,060.168.8302,SONDA DE LATEX PUNTA REDONDA TIPO NELATON LONG. 40 CMS. CAL. 20 FR.  PIEZA., PIEZA.,True
601688310,060.168.8310,SONDA DE LATEX PUNTA REDONDA TIPO NELATON LONG. 40 CMS. CAL. 22 FR.  PIEZA., PIEZA.,True
601688328,060.168.8328,SONDA DE LATEX PUNTA REDONDA TIPO NELATON LONG. 40 CMS. CAL. 24 FR.  PIEZA.,PIEZA.,True
601674922,060.167.4922,SONDA DE LATEX PUNTA REDONDA TIPO NELATON LONG. 40 CMS. CAL. 26 FR.  PIEZA.,PIEZA.,True
601674930,060.167.4930,SONDA DE LATEX PUNTA REDONDA TIPO NELATON LONG. 40 CMS. CAL. 28 FR.  PIEZA.,PIEZA.,True
601674948,060.167.4948,SONDA DE LATEX PUNTA REDONDA TIPO NELATON LONG. 40 CMS. CAL. 30 FR.  PIEZA.,PIEZA.,True
SC-0000153,SC-0000153,SONDA DE PLEUROSTOMIA 24 FR. PIEZA,PIEZA,True
SC-0000154,SC-0000154,SONDA DE PLEUROSTOMIA 28 FR. PIEZA,PIEZA,True
SC-0000155,SC-0000155,SONDA DE PLEUROSTOMIA 30 FR. PIEZA,PIEZA,True
SC-0000156,SC-0000156,SONDA DE PLEUROSTOMIA 32 FR. PIEZA,PIEZA,True
601684277,060.168.4277,"SONDA GASTROINTESTINAL DESE DESECHABLE  Y CON MARCA OPACA A LOS RAYOS ""X"" MODELO LEVIN. LEVIN CAL.12 FR. PIEZA.",PIEZA.,True
601689896,060.168.9896,"SONDA GASTROINTESTINAL DESE DESECHABLE  Y CON MARCA OPACA A LOS RAYOS ""X"" MODELO LEVIN. LEVIN CAL.14 FR. PIEZA.", PIEZA.,True
601689904,060.168.9904,"SONDA GASTROINTESTINAL DESE DESECHABLE  Y CON MARCA OPACA A LOS RAYOS ""X"" MODELO LEVIN. LEVIN CAL.16 FR. PIEZA.",PIEZA.,True
601684418,060.168.4418,"SONDA GASTROINTESTINAL DESE DESECHABLE  Y CON MARCA OPACA A LOS RAYOS ""X"" MODELO LEVIN. LEVIN CAL.18 FR. PIEZA.",PIEZA.,True
601689268,060.168.9268,"SONDA PARA ALIMENTACIÓN DE PLÁSTICO TRANSPARENTE, ESTÉRIL Y DESECHABLE CON UN ORIFICIO EN EL EXTREMO PROXIMAL Y OTRO EN LOS PRIMEROS 2 CM. TAMAÑO ADULTO LONG. 125.0 CM.  CALIBRE 16. PIEZA.",PIEZA.,True
601678089,060.167.8089,"SONDA PARA ALIMENTACIÓN DE PLÁSTICO TRANSPARENTE, ESTÉRIL Y DESECHABLE CON UN ORIFICIO EN EL EXTREMO PROXIMAL Y OTRO EN LOS PRIMEROS 2 CM. TAMAÑO INFANTIL LONG. 38.5  CM.CALIBRE 8. PIEZA.",PIEZA.,True
601689243,060.168.9243,"SONDA PARA ALIMENTACIÓN DE PLÁSTICO TRANSPARENTE, ESTÉRIL Y DESECHABLE CON UN ORIFICIO EN EL EXTREMO PROXIMAL Y OTRO EN LOS PRIMEROS 2 CM. TAMAÑO PREMATURO. LONG. 38.5 CM. CALIBRE 5. PIEZA.",PIEZA.,True
601680077,060.168.0077,"SONDA PARA ASPIRAR SECRECIONES . DE PLASTICO, ESTERILES Y DESECHABLES, CON VALVULA DE CONTROL. TAMAÑO: ADULTO,  LONGITUD: 55 CM, CALIBRE: 18 FR, DIAMETRO EXTERNO: 6.0 MM. PIEZA.",PIEZA.,True
601680085,060.168.0085,"SONDA PARA ASPIRAR SECRECIONES . DE PLASTICO, ESTERILES Y DESECHABLES, CON VALVULA DE CONTROL. TAMAÑO: INFANTIL,  LONGITUD: 55 CM, CALIBRE: 10 FR, DIAMETRO EXTERNO: 3.3 MM. PIEZA.",PIEZA.,True
601689417,060.168.9417,SONDA PARA DRENAJE EN FORMA DE T. DE LATEX. MODELO :KEHR. CALIBRE 12 FR. PIEZA., PIEZA.,True
601689425,060.168.9425,SONDA PARA DRENAJE EN FORMA DE T. DE LATEX. MODELO :KEHR. CALIBRE 14 FR. PIEZA.,PIEZA.,True
601689433,060.168.9433,SONDA PARA DRENAJE EN FORMA DE T. DE LATEX. MODELO :KEHR. CALIBRE 16 FR. PIEZA.,PIEZA.,True
601689441,060.168.9441,SONDA PARA DRENAJE EN FORMA DE T. DE LATEX. MODELO :KEHR. CALIBRE 18 FR. PIEZA., PIEZA.,True
601678121,060.167.8121,SONDA PARA DRENAJE URINARIO DE PERMANENCIA PROLONGADA. DE ELASTÓMERO DE SILICÓN CON GLOBO DE AUTORRETENCIÓN DE 5 ML. ESTÉRIL Y DESECHABLE. TIPO: FOLEY DE DOS VÍAS. CALIBRE: 14 FR. PIEZA                                                                      ,PIEZA                                                                      ,True
601678139,060.167.8139,SONDA PARA DRENAJE URINARIO DE PERMANENCIA PROLONGADA. DE ELASTÓMERO DE SILICÓN CON GLOBO DE AUTORRETENCIÓN DE 5 ML. ESTÉRIL Y DESECHABLE. TIPO: FOLEY DE DOS VÍAS. CALIBRE: 16 FR. PIEZA                                                                      , PIEZA                                                                      ,True
601678147,060.167.8147,SONDA PARA DRENAJE URINARIO DE PERMANENCIA PROLONGADA. DE ELASTÓMERO DE SILICÓN CON GLOBO DE AUTORRETENCIÓN DE 5 ML. ESTÉRIL Y DESECHABLE. TIPO: FOLEY DE DOS VÍAS. CALIBRE: 18 FR. PIEZA                                                                      ,PIEZA                                                                      ,True
601678154,060.167.8154,SONDA PARA DRENAJE URINARIO DE PERMANENCIA PROLONGADA. DE ELASTÓMERO DE SILICÓN CON GLOBO DE AUTORRETENCIÓN DE 5 ML. ESTÉRIL Y DESECHABLE. TIPO: FOLEY DE DOS VÍAS. CALIBRE: 20 FR. PIEZA.                                                                     ,PIEZA.                                                                     ,True
601683311,060.168.3311,"SONDA PARA DRENAJE URINARIO, DE LÁTEX, ESTÉRIL Y DESECHABLE, CON GLOBO DE AUTORRETENCIÓN DE 3 ML. CON VÁLVULA PARA JERINGA, MODELO FOLEY (DE DOS VIAS) CAL. 8 FR. PIEZA.", PIEZA.,True
601689631,060.168.9631,"SONDA PARA DRENAJE URINARIO, DE LÁTEX, ESTÉRIL Y DESECHABLE, CON GLOBO DE AUTORRETENCIÓN DE 5 ML. CON VÁLVULA PARA JERINGA, MODELO FOLEY (DE DOS VIAS) CAL. 16 FR. PIEZA.",PIEZA.,True
601689649,060.168.9649,"SONDA PARA DRENAJE URINARIO, DE LÁTEX, ESTÉRIL Y DESECHABLE, CON GLOBO DE AUTORRETENCIÓN DE 5 ML. CON VÁLVULA PARA JERINGA, MODELO FOLEY (DE DOS VIAS) CAL. 18 FR. PIEZA.", PIEZA.,True
601689615,060.168.9615,"SONDA PARA DRENAJE URINARIO, DE LÁTEX, ESTÉRIL Y DESECHABLE, CON GLOBO DE AUTORRETENCIÓN DE 5 ML. CON VÁLVULA PARA JERINGA, MODELO FOLEY (DE DOS VIAS) CAL.12 FR. PIEZA.",PIEZA.,True
601689623,060.168.9623,"SONDA PARA DRENAJE URINARIO, DE LÁTEX, ESTÉRIL Y DESECHABLE, CON GLOBO DE AUTORRETENCIÓN DE 5 ML. CON VÁLVULA PARA JERINGA, MODELO FOLEY (DE DOS VIAS) CAL.14 FR. PIEZA.",PIEZA.,True
601689599,060.168.9599,"SONDA PARA DRENAJE URINARIO, DE LATEX, ESTERIL Y DESECHABLE, CON GLOBO DE AUTORRETENCION DE 5 ML. CON VALVULA PARA JERINGA. MODELO FOLEY (DE DOS VIAS) CAL. 8 FR.  PIEZA.",PIEZA.,True
601689607,060.168.9607,"SONDA PARA DRENAJE URINARIO, DE LATEX, ESTERIL Y DESECHABLE, CON GLOBO DE AUTORRETENCION DE 5 ML. CON VALVULA PARA JERINGA. MODELO FOLEY(DE DOS VIAS) CAL. 10 FR. PIEZA.",PIEZA.,True
601689482,060.168.9482,SONDA PARA DRENAJE URINARIO. DE LÁTEX CON GLOBO DE AUTORRETENCIÓN DE 3 ML CON VÁLVULA PARA JERINGA. ESTÉRIL Y DESECHABLE. TIPO: FOLEY DE DOS VÍAS. CALIBRE: 10 FR. PIEZA                                                                                       , PIEZA                                                                                       ,True
601689730,060.168.9730,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.12. PIEZA.", PIEZA.,True
601689748,060.168.9748,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.14. PIEZA.",PIEZA.,True
601689755,060.168.9755,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.16. PIEZA.",PIEZA.,True
601689763,060.168.9763,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.18. PIEZA.",PIEZA.,True
601689771,060.168.9771,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.20. PIEZA.",PIEZA.,True
601689789,060.168.9789,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.22. PIEZA.",PIEZA.,True
601689797,060.168.9797,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.24. PIEZA.",PIEZA.,True
601689805,060.168.9805,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.26. PIEZA.",PIEZA.,True
601689813,060.168.9813,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.28. PIEZA.", PIEZA.,True
601689821,060.168.9821,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.30. PIEZA.",PIEZA.,True
601689656,060.168.9656,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 5 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CALIBRE 20. PIEZA.",PIEZA.,True
601689672,060.168.9672,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 5 ML CON VÁLVULA PARA JERINGA.MODELO: FOLEY ( DOS VÍAS) CAL. 24. FR. PIEZA.",PIEZA.,True
601689664,060.168.9664,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 5 ML CON VÁLVULA PARA JERINGA.MODELO:FOLEY (DE DOS VÍAS) CAL. 22. FR. PIEZA.",PIEZA.,True
601689870,060.168.9870,"SONDA PARA ESÓFAGO. DE TRES VÍAS, PUNTA CERRADA CON CUATRO ORIFICIOS, DE LÁTEX, CON ARILLO RADIOPACO. ESTÉRIL Y DESECHABLE. TIPO: SENGSTAKEN BLAKEMORE. LONGITUD: 100 CM  18 FR. PIEZA",PIEZA,True
601660657,060.166.0657,"SONDA PARA ESÓFAGO. DE TRES VÍAS, PUNTA CERRADA CON CUATRO ORIFICIOS, DE LÁTEX, CON ARILLO RADIOPACO. ESTÉRIL Y DESECHABLE. TIPO: SENGSTAKEN BLAKEMORE. LONGITUD: 100 CM CALIBRE:  16 FR. PIEZA",PIEZA,True
601660640,060.166.0640,"SONDA PARA ESÓFAGO. DE TRES VÍAS, PUNTA CERRADA CON CUATRO ORIFICIOS, DE LÁTEX, CON ARILLO RADIOPACO. ESTÉRIL Y DESECHABLE. TIPO: SENGSTAKEN BLAKEMORE. LONGITUD: 65 CM CALIBRE:  14 FR. PIEZA",PIEZA,True
601686413,060.168.6413,"SONDA URETRAL PARA IRRIGACION CONTINUA. DE LATEX, CON GLOBO DE 30 ML. Y VALVULA. MODELO FOLEY-OWEN DE TRES VIAS. CALIBRE 18 FR. PIEZA.", PIEZA.,True
601686439,060.168.6439,"SONDA URETRAL PARA IRRIGACION CONTINUA. DE LATEX, CON GLOBO DE 30 ML. Y VALVULA. MODELO FOLEY-OWEN DE TRES VIAS. CALIBRE 20 FR. PIEZA.", PIEZA.,True
601686454,060.168.6454,"SONDA URETRAL PARA IRRIGACION CONTINUA. DE LATEX, CON GLOBO DE 30 ML. Y VALVULA. MODELO FOLEY-OWEN DE TRES VIAS. CALIBRE 22 FR. PIEZA.", PIEZA.,True
601686512,060.168.6512,"SONDA URETRAL PARA IRRIGACION CONTINUA. DE LATEX, CON GLOBO DE 30 ML. Y VALVULA. MODELO FOLEY-OWEN DE TRES VIAS. CALIBRE 24 FR. PIEZA.",PIEZA.,True
3,030.000.0003.00,SUCEDÁNEO DE LECHE  HUMANA DE PRETÉRMINO Polvo Densidad energética  0.80 a 0.81 Envase de lata con  400 a 454 g y medida de 4.40 a 4.50g,Envase con 400 a 454 g. y medida de 4.40 a 4.50 g. ,False
12,030.000.0012.00,SUCEDÁNEO DE LECHE  HUMANA DE TÉRMINO  SIN LACTOSA Polvo Densidad energética  0.66-0.68 Envase con 375 a 400 g,Envase con 375 a 400 g. y medida de 4.4 a 4.5 g. ,False
11,030.000.0011.00,SUCEDÁNEO DE LECHE  HUMANA DE TÉRMINO Polvo Densidad energética  0.66-0.68 Envase con 400 a 454 g,Envase con 400 a 454 g. y medida de 3.87 a 4.50 g. ,False
5176,010.000.5176.00,SUCRALFATO Tableta 1 g 40 tabletas,Envase con 40 tabletas. ,False
3842,020.000.3842.00,SUERO ANTIALACRÁN Solución inyectable  Frasco ámpula y diluyente con 5 ml,Envase con un frasco ámpula y diluyente con 5 ml. (una dosis). ,False
3843,020.000.3843.00,SUERO ANTIVIPERINO Solución inyectable  Frasco ámpula y diluyente con 10 ml,Envase con un frasco ámpula y diluyente con 10 ml. ,False
SC-0000110,SC-0000110,SUGAMADEX. SOLUCION INYECTABLE. CADA FRASCO AMPULA DE 2 ML CONTIENE:  SUGAMADEX 200 MCG. ENVASE CON 10 FRASCOS AMPULA DE 2 ML,ENVACE CON 10 PIEZAS,False
608370011,060.837.0011,SUJETADORES PARA MASCARILLA DE VENTILADORES DE PRESIÓN POSITIVA. PIEZA,PIEZA,True
2829,010.000.2829.00,SULFACETAMIDA Solución oftálmica 0.1 g/ml Gotero integral con 15 ml,Envase con gotero integral con 15 ml. ,False
4126,010.000.4126.00,SULFADIAZINA  DE PLATA Crema 1 g / 100 g Envase con 375 g,Envase con 375 g. ,False
4504,010.000.4504.00,SULFASALAZINA Tableta con capa entérica 500 mg 60 tabletas,Envase con 60 tabletas con capa entérica. ,False
1704,010.000.1704.00,SULFATO FERROSO Solución 125 mg/ ml Envase gotero con  15 ml,Envase gotero con 15 ml.,False
1703,010.000.1703.00,SULFATO FERROSO Tableta 200 mg 30 tabletas,Envase con 30 tabletas. ,False
5503,,SULINDACO Tabletas de 200 mg 20 tabletas,Envase con 20 tabletas,False
SC-0000111,SC-0000111,SULTAFO DE MORFINA AMP. DE 10 MG/10 ML CON 5 AMPULAS,ENVACE CON 5 PIEZAS,False
SC-0000113,SC-0000113,SULTAFO DE MORFINA AMP. DE 50 MG/2 ML CON 1 AMPULA,PIEZA,False
SC-0000114,SC-0000114,SUPLEMENTO ALIMENTICIO DERIVADO DEL HUEVO (CLARA DESHIDRTADA) ADICINADO DE VITAMINAS Y MINIRALES,PIEZA,False
SC-0000115,SC-0000115,"SUPLEMENTO ALIMENTICIO EN POLVO DE SABORES VAINILLA, CHOCOLATE Y VAINILLA. DISTRIBUCION CALORICA PROTEINA 8.8 G, GRASA 8.8 G, CARBOHIDRATOS 34.2, VITAMINAS Y MINERALES, LATA DE 400 MG",PIEZA,False
SC-0000116,SC-0000116,"SUPLEMENTO ALIMENTICIO FORMULA COMPLETA POLIMERICA NORMOPROTEICAS NORMOCALORICA (CORBOHIDRATOS, MINERALES Y VITAMINAS)",PIEZA,False
SC-0000117,SC-0000117,"SUPLEMENTO ALIMENTICO ESPACIALIZADA COMPLETA Y EQUILIBRADA PARA DIABETICOS 0.98 KCAL DE ENERGIA, 19 % PROTEINAS, 50% HIDRATOS DE CARBONO, 31% LIPIDOS",PIEZA,False
608414462,060.841.4462,SUTURA CATGUT CROMICO CON AGUJA LONGITUD DE LA HEBRA. 68 A 75 CM CAL. 3-0 AGUJA 25-27 MM . ENVASE CON 12 PIEZAS.,ENVASE CON 12 PIEZAS,True
608412565,060.841.2565,SUTURA CATGUT CROMICO CON AGUJA. LONG. DE HEBRA 68 CM. CARACT. DE LA AGUJA 1/2 CIRCULO AHUSADA (19-20 MM) CAL.5-0.  ENVASE CON 12 PIEZAS.,ENVASE CON 12 PIEZAS,True
608414470,060.841.4470,"SUTURA CATGUT CROMICO CON AGUJA. LONG. DE LA HEBRA 68 A 75 CM,  CARACTERISTICA DE LA AGUJA 1/2 CIRCULO AHUSADA (25-27 MM). CAL. 4-0. ENVASE CON 12 PIEZAS.",ENVASE CON 12 PIEZAS,True
608414447,060.841.4447,"SUTURA CATGUT CROMICO CON AGUJA. LONG. DE LA HEBRA 68 A 75 CM, CALIBRE DE LA SUTURA 1-0, CARACTERISTICA DE LA AGUJA 1/2 CIRCULO AHUSADA (25-27 MM). ENVASE CON 12 PIEZAS",ENVASE CON 12 PIEZAS,True
608410551,060.841.0551,"SUTURA CATGUT CROMICO CON AGUJA. LONG. DE LA HEBRA 68 A 75 CM, CALIBRE DE LA SUTURA 2-0, CARACTERISTICA DE LA AGUJA 1/2 CIRCULO AHUSADA (35-37 MM). ENVASE CON 12 PIEZAS",ENVASE CON 12 PIEZAS,True
608410569,060.841.0569,"SUTURA CATGUT CROMICO CON AGUJA. LONGITUD DE LA HEBRA 68 A 75 CM, CALIBRE DE LA SUTURA 1, CARACTERISTICA DE LA AGUJA 1/2 CIRCULO AHUSADA (35-37 MM). ENVASE CON 12 PIEZAS",ENVASE CON 12 PIEZAS,True
608413282,060.841.3282,SUTURA CATGUT CRÓMICO CON AGUJA. LONGITUD DE LA HEBRA: 30 CM. CALIBRE DE LA SUTURA : 4-0 CARACTERÍSTICAS DE LA AGUJA : 1/4 DE CÍRCULO DE DOBLE ARMADO ESPATULADA DE (7-9.5 MM). ENVASE CON 12 PIEZAS  ,ENVASE CON 12 PIEZAS       ,True
SC-0000007,SC-0000007,"SUTURA CATGUT CROMICO CON AGUJA. LONGITUD DE LA HEBRA: 68 A 75  CM, CALIBRE DE LA SUTURA: 0, AGUJA: 1/2 CIRCULO AHUSADA (35 - 37 MM). ENVASE CON 12 PIEZAS.",ENVACE CON 12 PIEZAS,True
608412623,060.841.2623,SUTURA CATGUT CRÓMICO CON AGUJA. LONGITUD DE LA HEBRA: 68 A 75 CM. CALIBRE DE LA SUTURA: 1-0 CARACTERISTICAS DE LA AGUJA:1/2 CIRCULO AHUSADA (35-37 MM ).  ENVASE CON 12 PIEZAS                                                                     ,ENVASE CON 12 PIEZAS       ,True
608414371,060.841.4371,SUTURA CATGUT CRÒMICO CON AGUJA. LONGITUD DE LA HEBRA: 68 A 75 CM. CALIBRE DE LA SUTURA: 2-0 CARACTERISTICAS DE LA AGUJA: ½ DE CÌRCULO AHUSADA (25-27 MM).   ENVASE CON 12 PIEZAS                                                                           ,ENVASE CON 12 PIEZAS       ,True
608411393,060.841.1393,SUTURA CATGUT SIMPLE CON AGUJA LONG. DE LA HEBRA 68 A 75 CM. CARACT. DE LA AGUJA 1/2 CIRCULO AHUSADA  (25-27 MM). CAL. 2-0.  ENVASE CON  12 PIEZAS,ENVASE CON 12 PIEZAS,True
608414264,060.841.4264,SUTURA CATGUT SIMPLE CON AGUJA. LONGITUD DE LA HEBRA 68 A 75 CM. CALIBRE DE SUTURA 3-0. AGUJA AHUSADA (25-27 MM).  ENVASE CON 12 PIEZAS,ENVASE CON 12 PIEZAS       ,True
608417317,060.841.7317,SUTURA CATGUT SIMPLE SIN AGUJA. LONGITUD DE LA HEBRA 135 A 150 CM. CALIBRE DE LA SUTURA 1-0. ENVASE CON 12 PIEZAS., ENVASE CON 12 PIEZAS.,True
608414231,060.841.4231,SUTURA CATGUT SIMPLE SIN AGUJA. LONGITUD DE LA HEBRA 135 A 150 CM. CALIBRE DE LA SUTURA 2-0 . ENVASE CON 12 PIEZAS.,ENVASE CON 12 PIEZAS.,True
